271,146
266,153
261,161
254,172
248,186
244,207
243,231
255,257
266,280
271,296
289,312
296,314
309,305
321,294
336,277
349,255
369,254
365,219
362,184
367,168
370,152
370,138
372,130
372,131
371,135
369,144
365,156
364,172
364,194
365,222
371,253
402,300
414,327
430,337
456,343
467,333
482,321
505,272
508,235
507,214
511,206
517,198
529,203
538,197
508,119
506,117
504,116
502,120
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
