245,149
247,144
248,142
246,142
246,140
246,140
243,140
243,140
241,143
238,146
235,153
232,162
228,173
224,186
220,202
219,221
220,240
218,258
290,313
241,296
249,302
259,306
269,307
283,305
291,295
299,276
312,267
320,241
324,220
329,202
335,186
339,173
341,163
342,156
342,151
342,147
342,147
343,150
342,157
340,167
339,176
341,190
342,207
342,225
343,249
345,273
352,291
358,308
364,324
371,330
383,331
393,323
404,312
416,294
424,278
432,261
439,242
443,226
449,211
450,195
453,182
453,169
453,164
449,152
444,143
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
