271,111
273,106
270,105
269,102
267,100
265,98
262,97
261,95
261,95
259,95
257,96
254,100
251,108
248,115
246,123
246,136
248,150
252,164
258,180
266,196
277,209
290,219
305,226
322,228
339,226
356,219
372,211
385,199
396,186
405,173
412,161
416,148
420,137
423,127
425,119
426,112
426,105
427,100
426,97
427,96
426,96
425,99
425,103
422,110
418,121
414,133
408,149
401,166
393,182
386,203
378,223
365,242
352,263
339,284
325,308
315,325
307,347
289,363
283,374
271,384
270,389
268,390
267,400
256,409
