192,141
193,136
195,133
196,131
197,130
198,129
199,129
202,127
206,127
212,127
220,128
229,131
241,131
256,132
274,136
294,140
315,145
340,151
366,158
391,168
415,177
438,187
454,199
470,206
481,213
488,220
491,225
493,228
491,232
489,234
485,236
480,241
473,245
464,252
450,258
431,268
410,276
356,294
323,313
270,327
235,343
229,399
217,396
228,384
160,379
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
