469,148
468,146
470,145
470,143
470,139
466,136
466,136
460,131
435,129
438,130
415,125
388,127
390,125
356,134
330,144
308,160
312,158
291,172
293,171
286,182
286,193
287,193
298,195
317,195
318,195
338,197
365,200
389,206
390,208
414,216
435,228
435,230
454,241
468,251
466,255
479,266
484,279
483,281
487,297
487,316
471,333
476,337
463,351
461,361
445,381
436,396
424,418
420,412
409,408
456,359
438,363
383,409
369,399
356,409
348,397
347,383
330,376
323,363
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
