301,139,231,125
301,134,224,118
298,130,222,113
294,125,212,113
285,121,202,112
277,119,191,113
268,115,180,116
258,111,170,120
250,113,160,123
244,113,148,128
232,114,136,134
219,116,122,143
205,116,113,147
192,118,101,158
181,125,88,167
171,135,80,183
165,151,85,202
171,177,87,232
184,198,93,248
200,218,0,0
