275,362
224,109
224,107
227,105
226,106
223,104
222,105
220,104
219,104
218,105
217,106
215,110
212,115
208,123
199,133
194,149
187,169
181,195
178,225
182,250
185,263
196,268
208,263
239,259
227,243
238,226
250,210
282,162
292,145
304,128
312,114
320,103
326,97
330,96
332,97
333,102
331,112
329,126
327,144
324,169
324,191
325,222
343,263
344,272
342,285
353,279
360,273
366,254
376,235
387,210
397,188
408,168
417,149
424,132
432,117
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
