215,202
216,204
218,211
220,216
224,221
234,235
234,236
243,266
252,282
258,297
263,311
270,325
275,326
283,323
290,317
295,308
302,298
307,284
314,269
322,255
327,239
329,227
332,215
334,207
338,203
341,203
345,206
347,212
349,221
353,231
358,245
364,260
371,275
377,289
384,301
389,307
395,311
400,310
407,303
412,294
418,281
425,267
433,255
442,240
454,223
465,207
476,192
487,178
499,166
505,160
509,157
510,156
511,157
509,160
505,165
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
