441,153,499,163
439,144,501,151
439,129,501,140
441,118,503,130
441,110,505,124
440,105,504,121
436,105,505,119
432,103,503,120
426,108,500,119
415,116,489,127
398,125,479,134
387,138,468,145
370,158,454,163
364,166,449,171
362,173,448,175
365,179,450,182
367,188,454,192
373,201,459,200
379,211,469,215
389,227,479,229
