253,142
255,143
255,142
255,142
256,142
254,141
254,140
255,141
255,140
254,139
253,139
254,140
252,141
253,143
252,143
252,143
252,142
251,141
251,140
250,141
254,144
256,150
256,162
257,177
256,198
255,221
255,245
256,268
259,282
260,289
264,292
264,287
266,277
268,260
273,242
275,224
280,204
286,185
289,168
294,155
298,146
302,143
305,144
308,150
310,161
314,175
321,196
329,222
341,246
357,271
368,288
378,303
385,307
390,301
395,291
395,269
395,248
400,225
405,197
410,173
415,150
421,131
427,115
433,99
435,91
434,85
