390,310
386,307
386,307
384,305
377,304
378,303
374,303
370,308
368,309
367,320
368,338
367,340
371,362
386,388
380,390
389,420
461,434
429,335
428,337
434,315
437,299
438,298
440,296
441,300
446,315
445,317
449,336
446,340
453,359
465,379
461,377
515,378
524,393
534,412
534,412
542,419
548,411
549,412
557,396
547,376
554,376
508,364
508,359
509,355
506,347
509,335
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
