176,209
173,208
174,208
171,207
172,207
172,208
166,209
157,214
159,215
143,228
140,246
137,246
139,263
146,283
157,308
155,311
169,328
178,338
176,337
183,336
191,323
191,323
195,307
195,304
200,287
202,265
207,249
207,248
205,235
205,227
208,226
207,227
210,238
208,238
210,255
226,275
236,290
229,295
243,320
256,330
255,332
266,334
279,324
276,327
279,308
283,291
283,288
284,271
290,252
288,246
289,237
289,227
289,226
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
