320,115,247,120
357,129,285,129
391,144,320,143
408,153,337,150
421,161,351,158
452,181,381,174
466,192,395,180
477,199,408,186
487,206,417,190
501,213,434,199
507,217,440,203
512,219,445,205
515,224,453,210
517,228,454,213
519,233,455,217
517,239,455,223
515,243,453,226
507,251,442,230
499,256,435,234
489,260,423,236
