271,213,195,251
269,198,188,234
272,177,181,216
276,164,181,202
283,152,184,188
283,143,183,177
288,136,185,174
290,130,190,170
294,128,194,166
305,128,206,166
322,137,264,185
350,160,283,167
371,167,308,183
397,184,328,199
419,200,349,210
430,215,360,222
436,225,359,236
433,236,349,248
427,245,346,243
419,254,344,259
