241,113
240,112
240,110
239,111
235,111
232,114
227,118
220,123
215,127
209,136
201,151
193,169
190,192
190,217
194,228
203,232
215,232
228,222
240,207
254,191
267,170
278,149
289,131
299,114
307,100
315,88
321,81
326,78
329,77
328,80
327,88
324,98
321,109
316,124
313,146
316,174
336,224
349,255
341,249
344,250
348,245
353,238
365,225
375,208
389,190
400,179
415,172
429,180
434,172
434,172
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
