254,200
255,202
251,192
246,211
245,212
256,259
258,292
252,289
257,298
277,300
283,302
286,300
272,237
272,237
283,209
275,208
274,207
267,205
266,206
263,205
263,207
262,205
262,206
262,208
267,210
274,211
276,213
287,244
325,236
326,239
356,257
378,280
380,277
388,293
391,307
391,319
390,319
383,325
384,328
367,335
351,347
347,345
328,415
330,419
329,419
328,419
325,420
326,419
324,421
325,419
325,419
324,420
325,418
324,419
326,418
325,418
324,418
324,418
324,416
323,417
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
