216,166
218,154
219,150
219,146
220,145
219,144
219,144
219,145
216,147
212,166
216,189
219,205
220,213
220,216
220,215
219,215
218,214
214,203
213,177
213,158
216,149
219,147
220,144
221,144
222,143
225,143
229,142
234,142
240,142
250,142
263,144
279,149
297,152
316,159
338,168
361,179
385,189
406,200
423,211
436,220
445,227
445,234
442,239
437,244
427,248
414,252
398,254
376,258
352,266
326,272
295,291
238,304
212,311
195,320
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
