222,169
221,164
221,159
221,154
221,151
221,150
219,152
217,157
212,167
206,182
202,202
203,229
230,259
223,281
258,317
252,295
252,270
261,253
267,238
275,221
282,203
289,189
295,175
300,161
303,149
307,141
309,138
311,137
309,138
309,143
308,151
307,161
306,174
307,189
308,206
312,230
318,253
336,282
349,296
361,306
373,308
387,300
398,289
409,276
420,266
428,243
443,238
449,172
450,163
451,153
454,144
457,136
463,129
463,130
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
