350,126
343,104
342,74
338,62
332,67
335,67
317,80
303,173
308,174
309,179
300,179
299,175
310,154
300,113
301,115
303,95
308,92
311,85
311,85
314,82
316,79
317,78
319,76
322,77
321,76
327,81
341,83
362,94
361,94
396,103
399,103
432,115
474,136
475,137
501,156
516,168
518,169
525,180
528,192
527,201
528,199
518,206
503,212
501,214
466,233
414,239
432,244
425,301
424,268
353,323
320,319
295,327
303,324
294,329
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
