305,116,378,123
327,120,396,135
346,135,412,147
362,140,427,177
376,150,441,179
384,159,446,181
384,163,449,187
379,166,444,187
364,171,433,190
347,175,416,193
352,171,394,198
312,207,370,203
270,224,350,216
236,225,318,218
215,232,284,238
205,234,281,243
200,235,276,247
202,235,278,243
205,237,274,244
210,247,262,255
