199,196,278,211
166,207,241,222
159,211,231,225
156,214,225,230
158,212,225,229
170,213,242,231
178,212,251,232
198,217,278,238
225,229,302,245
255,237,340,266
288,251,371,278
299,255,389,285
320,258,404,292
355,272,439,312
371,278,455,321
390,286,467,323
406,290,482,324
441,301,507,337
459,310,517,346
472,318,526,342
