463,163
467,164
472,163
471,163
476,160
475,156
475,156
467,149
447,146
448,147
423,141
394,135
401,135
365,141
338,150
336,151
315,167
307,175
311,183
312,184
324,195
346,199
344,202
371,208
396,216
397,217
418,225
443,241
459,254
458,261
468,274
475,294
477,294
470,315
473,317
456,339
445,358
444,365
425,379
399,390
377,387
379,386
353,380
339,366
338,368
329,352
321,337
319,335
314,326
311,318
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
