431,142
435,138
438,136
440,135
441,133
440,132
441,131
440,128
438,126
433,123
425,120
414,116
401,114
388,113
372,116
356,120
341,126
331,133
322,140
316,150
317,158
323,165
334,171
346,174
364,177
383,181
405,184
428,191
449,201
464,217
476,237
480,259
481,282
477,302
461,321
448,334
413,337
401,342
380,339
363,336
344,332
330,326
324,315
322,329
323,337
316,330
298,299
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
