172,118,115,143
196,100,134,122
208,94,147,117
237,97,173,117
269,107,204,123
302,121,232,132
317,129,247,138
332,136,263,145
348,145,278,149
377,160,310,162
408,174,339,173
422,183,353,179
444,190,379,189
452,196,389,192
462,201,399,198
465,208,403,204
462,212,400,208
453,216,387,213
447,220,381,215
430,229,360,225
